,Texto,Usuario,Fuente,Conteo de retweets,Conteo de favoritos
221,"""Prefiero pensar mal, y sorprenderme, que pensar bien, y decepcionarme.""",SoloReflexiones,TweetDeck,1462,615
222,La distancia solo aumenta el deseo de reencontrarse.,SoloReflexiones,TweetDeck,1462,664
223,Todo llega para quien sabe esperar.,SoloReflexiones,Twitter for Android,1453,982
224,"Un mensaje que diga ""Aunque no hablemos, te pienso y te extraño"".",SoloReflexiones,TweetDeck,1453,1444
225,"La cuarentena también te enseña que quien de verdad está en tu vida, está, esté donde esté.",SoloReflexiones,Twitter for Android,1449,2898
226,Se vive mejor sin esperar nada de nadie.,SoloReflexiones,Twitter for Android,1444,977
227,"Lo que quiero contigo, no lo quiero con nadie más.",SoloReflexiones,TweetDeck,1444,601
228,Quiero que llegue ya ese día en el que pueda decir: Valió la pena esperar.,SoloReflexiones,Twitter for Android,1443,1101
229,"""Ni en un día se quiere, ni en dos se olvida.""",SoloReflexiones,TweetDeck,1442,670
230,https://t.co/CsRUBxt4W2,SoloReflexiones,TweetDeck,1442,3140
231,"""Nunca le fallen a una persona que te quiere de verdad, al paso de los años te darás cuenta que nunca se encuentra a la misma persona dos veces en la vida.""",SoloReflexiones,Twitter for Android,1442,2875
232,Cinco minutos más no se desean con cualquiera.,SoloReflexiones,TweetDeck,1440,4539
233,Es más fácil disimular la tristeza que los celos.,SoloReflexiones,TweetDeck,1436,4692
234,"""Hay un tipo de tristeza que no te hace llorar. Es cómo una pena que te vacía por dentro y te deja pensando en todo y en nada a la vez, cómo si ya no fueras tú, cómo si te hubieran robado una parte del alma.""",SoloReflexiones,Twitter for Android,1436,2605
235,"""Quien te hace daño es quien al final te necesita.""",SoloReflexiones,TweetDeck,1435,992
236,"""Los celos aparecen cuando realmente te importa alguien.""",SoloReflexiones,TweetDeck,1433,888
237,"“La primera vez que te vi, honestamente no sabía que ibas a ser tan importante.”",SoloReflexiones,Hootsuite,1430,971
238,"Lo que tenga que volver, volverá.",SoloReflexiones,Hootsuite,1430,814
239,"Vivir riendo, eso es vida.",SoloReflexiones,TweetDeck,1430,732
240,"Página 1 de 365 🍃 Valora lo que tienes,  supera lo que te duele y lucha por lo que quieres.",SoloReflexiones,Twitter for Android,1430,2601
241,No sé si cambiaste o nunca te conocí bien.,SoloReflexiones,TweetDeck,1429,3748
242,A veces hay que tomar decisiones que duelen al corazón pero tranquilizan el alma.,SoloReflexiones,TweetDeck,1428,631
243,"""Una vez que te lastiman, cambias.""",SoloReflexiones,TweetDeck,1428,705
244,A veces la vida da un giro inesperado en la dirección correcta,SoloReflexiones,TweetDeck,1428,950
245,La diferencia entre el el bueno y el malo es que el bueno sabe reconocer cuando ha sido malo y el malo vive su vida pensando que es bueno y además se justifica.,SoloReflexiones,TweetDeck,1421,3917
246,"""Dormir para no pensar, callar para no gritar, reì­r para no llorar y olvidar para no sufrir.""",SoloReflexiones,TweetDeck,1420,617
247,"A veces para tenerlo todo, hay que aprender a vivir sin nada.",SoloReflexiones,Hootsuite,1416,831
248,Tu misma eres culpable de tus desilusiones por crear altas expectativas en personas muy básicas.,SoloReflexiones,TweetDeck,1412,3516
249,"Una persona que ríe a diario no es por que siempre le vaya bien, sino, porque aprendió que debe sonreír en las buenas y en las malas.",SoloReflexiones,Twitter for Android,1408,1227
250,Te dicen que ''cambiaste'' solo porque ahora los tratas como en realidad se merecen.,SoloReflexiones,Twitter for Android,1406,1058
251,"Nunca digas nunca, la vida da mil vueltas.",SoloReflexiones,Twitter for Android,1404,907
252,"Lo que es para tí, nadie te lo quita.",SoloReflexiones,TweetDeck,1404,883
253,"""Ver una fotografía, y desear poder revivir el momento una y otra vez.""",SoloReflexiones,TweetDeck,1401,597
254,"Bloquear personas, ocultar estados, silenciar historias y dejar de seguir perfiles en redes sociales, te da paz y no es inmadurez, es inteligencia emocional.",SoloReflexiones,TweetDeck,1401,4074
255,Tarde o temprano se acaba notando cuando le importas a alguien y cuando no.,SoloReflexiones,Hootsuite,1400,970
256,"VALOREN a la gente buena, NO la usen, NO abusen. Porque la gente que no reclama, esa que parece tener aguante infinito, un dia también se harta y no vuelve más.",SoloReflexiones,Twitter Web App,1396,2627
257,Quiero salir de dudas pero tampoco quiero tocar el tema.,SoloReflexiones,TweetDeck,1393,2998
258,"""Si algo me queda claro es que también puedes amar en silencio, extrañar sin gritarlo, enamorarte sin contarlo y ser feliz sin publicarlo.""",SoloReflexiones,Twitter Web Client,1393,3059
259,"Ser inteligente es también disfrutar la soledad, y no llenarla con cualquiera.",SoloReflexiones,TweetDeck,1392,3128
260,"""Besos, abrazos, peleas, sonrisas, tristezas, pero contigo.""",SoloReflexiones,TweetDeck,1391,639
261,"""Mi mejor venganza sera ignorar, no odiar.""",SoloReflexiones,TweetDeck,1391,643
262,"No hay que disfrazar ni ocultar lo que sentimos, hay que decirlo tal como lo pensamos.",SoloReflexiones,TweetDeck,1389,766
263,"""Se bueno y llorarás. Se malo y llorarán por ti.""",SoloReflexiones,TweetDeck,1378,656
264,"Si algún día me necesitas, háblame. No importa todo lo que haya pasado. Yo voy a estar.",SoloReflexiones,TweetDeck,1376,1100
265,Sonreír siempre va a ser más fácil que explicar por qué estás triste.,SoloReflexiones,Hootsuite,1373,830
266,A veces hay que aceptar que algunas cosas nunca van a volver a ser como eran antes.,SoloReflexiones,TweetDeck,1371,1010
267,"Quien te ama no huye de ti, escapa contigo.",SoloReflexiones,TweetDeck,1370,948
268,"“Nunca te des por vencido, las grandes cosas llevan tiempo.”",SoloReflexiones,Hootsuite,1369,907
269,"Cuando quieres tanto a alguien, es inevitable no sentir miedo a perderlo.",SoloReflexiones,TweetDeck,1368,1092
270,"Si antes hubiera tenido la mentalidad que tengo hoy, no habría cometido los errores que cometí, pero la mentalidad que tengo hoy es gracias a los errores que cometí, ¿ves?
""Los errores sirven para aprender, si no te equivocas no aprendes y si no aprendes, simplemente no creces"".",SoloReflexiones,TweetDeck,1363,2652
271,"No necesitas demasiadas personas para ser feliz, tan sólo a las personas reales que te aprecian por lo que eres.",SoloReflexiones,Twitter for Android,1362,1064
272,"""El perdón llega cuando los recuerdos ya no duelen.""",SoloReflexiones,TweetDeck,1358,642
273,"""A pesar de tanta mierda, siempre hay razones para ser feliz.""",SoloReflexiones,TweetDeck,1356,529
274,"""Estar destrozado y no decirle a nadie.""",SoloReflexiones,TweetDeck,1353,690
275,"""Quiero que llegue ya ese día en el que pueda decir: Valió la pena esperar.""",SoloReflexiones,TweetDeck,1352,1005
276,Que nunca nos falten esas personas a las que vamos cuando no sabemos a dónde ir.,SoloReflexiones,TweetDeck,1352,3795
277,"Extraño lo que un día fuimos, y me duele ver lo que hoy en día somos.",SoloReflexiones,TweetDeck,1352,1050
278,¿Sabias que tu mamá reconoce los falsos amigos y los falsos amores antes que tú?,SoloReflexiones,TweetDeck,1351,5763
279,"""Y si me dan la oportunidad de pedir tres deseos, te pido tres veces""",SoloReflexiones,TweetDeck,1350,625
280,"""Un gran error es arruinar el presente, recordando un pasado que ya no tiene futuro.""",SoloReflexiones,TweetDeck,1349,790
281,"“Y hasta la persona que crees diferente, te decepciona.”",SoloReflexiones,Hootsuite,1348,862
282,"""Vale la pena esperar, por lo que vale la pena tener.""",SoloReflexiones,TweetDeck,1347,741
283,"No me gusta extrañar porque significa que me acostumbré a alguien, y acostumbrarse a una persona es lo peor del mundo cuando se aleja.",SoloReflexiones,TweetDeck,1347,3615
284,"Confieso que aunque no debería, no dejo de pensar en la posibilidad.",SoloReflexiones,TweetDeck,1346,3207
285,"""Tiempo al tiempo, todo llega en su momento.""",SoloReflexiones,TweetDeck,1346,670
286,"""Cada verano tiene su historia.""",SoloReflexiones,TweetDeck,1345,606
287,"Llega un momento en la vida donde necesitas detenerte, ver dónde estás, mirar hacia donde quieres ir y dejar atrás aquello que te atrasa.",SoloReflexiones,Twitter Web Client,1344,1158
288,"22 de Julio:

Todos te dicen el típico “aprender a soltar”, pero se nos olvida que también hay que sostener, reparar, cuidar, amar y no salir huyendo cuando todo se complica.",SoloReflexiones,TweetDeck,1343,2989
289,“Y si le importas hará de todo para estar bien contigo.”,SoloReflexiones,Hootsuite,1341,913
290,"""La humildad no es ser pobre, es ser una persona honesta y sencilla, que no tenga amigos por el dinero, sino por lo que son.""",SoloReflexiones,Twitter Web Client,1339,2637
291,https://t.co/nc9hcu56VL,SoloReflexiones,TweetDeck,1339,2958
292,"Toda persona que entra en nuestra vida viene por una razón, algunos vienen a aprender y otros vienen a enseñar.",SoloReflexiones,Twitter for Android,1336,1107
293,Jamás algo que valga la pena será fácil.,SoloReflexiones,Twitter for Android,1335,899
294,"Y cuando nadie estaba.. Yo sí estuve, ¿recuerdas?",SoloReflexiones,Hootsuite,1333,903
295,Como haces sentir a otros dice mucho de ti.,SoloReflexiones,TweetDeck,1333,3671
296,"Si amas, no traiciones; si no sientes nada, no ilusiones.",SoloReflexiones,TweetDeck,1332,620
297,“Mañana me reiré de lo que hoy me duele.”,SoloReflexiones,Hootsuite,1331,834
298,"Lo fácil aburre, lo difícil atrae, lo imposible obsesiona.",SoloReflexiones,Twitter for Android,1331,1134
299,Comienza a pesar. https://t.co/S66tVvBrnQ,SoloReflexiones,TweetDeck,1331,3638
300,"""Quédate con alguien que te genere tranquilidad mental.""",SoloReflexiones,Twitter for Android,1331,2589
301,"Y pensar que las grandes historias comienzan con un simple ""hola"".",SoloReflexiones,TweetDeck,1329,615
302,"Una persona que está dispuesta a hacer lo que sea para poner una sonrisa en tu cara, vale la pena mantenerla cerca.",SoloReflexiones,Twitter for Android,1329,1138
303,"Si te extraña te va a buscar, si te quiere te lo va a decir, si le importas te lo va a demostrar, y si no, ¿para qué sufres por alguien así?",SoloReflexiones,TweetDeck,1328,3952
304,Las miradas son el punto débil de una persona.,SoloReflexiones,TweetDeck,1327,564
305,"""Sé quienes me sobran y a quienes necesito.""",SoloReflexiones,TweetDeck,1326,738
306,"Es mejor algo difícil y duradero, que algo fácil y pasajero.",SoloReflexiones,TweetDeck,1325,829
307,"A veces las personas lloran, no porque sean débiles, sino porque llevan mucho tiempo siendo fuertes.",SoloReflexiones,Twitter for Android,1320,1115
308,"Prohibido rendirse, respira hondo y sigue.",SoloReflexiones,Hootsuite,1319,900
309,"Respira, es sólo un mal día, no una mala vida.",SoloReflexiones,Twitter Web Client,1318,800
310,"No te rindas, el principio es siempre la parte más difícil.",SoloReflexiones,Twitter for Android,1316,950
311,Hay momentos que deberían ser eternos.,SoloReflexiones,Hootsuite,1312,813
312,No hay peor ciego que el que ve amor donde solo hay amistad.,SoloReflexiones,TweetDeck,1306,4965
313,Hay personas que con tan solo verlas te alegran el día.,SoloReflexiones,Twitter for Android,1306,1025
314,"La gente no entiende que querer no es decirlo, querer es estar.",SoloReflexiones,TweetDeck,1305,2658
315,"Quisiera volver a repetir varias cosas de mi vida, unas para evitar haberlas hecho y otras para disfrutarlas una vez más.",SoloReflexiones,Twitter Web Client,1304,1052
316,Tengo uno de esos dolores en el alma que por más que intentas ignorarlo te recuerda que ahí está entre suspiros y lágrimas sin sentido...,SoloReflexiones,TweetDeck,1303,1182
317,"La mejor lección que tuve que aprender fue a no forzar nada, conversaciones, amistades, relaciones, atención y amor. Las cosas forzadas no valen la pena, lo que fluye, fluye y lo que falla, falla.",SoloReflexiones,TweetDeck,1302,2953
318,"Te juro que si me dices ""te necesito"", dejo todo y voy corriendo hacia donde estés.",SoloReflexiones,TweetDeck,1302,649
319,“Todo vale la pena si te hace feliz.”,SoloReflexiones,TweetDeck,1298,455
320,“Somos globos llenos de sentimientos en un mundo de alfileres.”,SoloReflexiones,TweetDeck,1298,931
321,Encontrar amor y amistad en la misma persona es ganar en la vida.,SoloReflexiones,TweetDeck,1296,3926
322,"""No se encuentran las mismas personas dos veces.""",SoloReflexiones,Twitter for Android,1293,2136
323,Cambia.. https://t.co/Ud3pPhDHVy,SoloReflexiones,Twitter for Android,1292,1128
324,"Llega un momento en la vida donde necesitas detenerte, ver dónde estás y mirar hacia dónde quieres ir.",SoloReflexiones,Twitter for Android,1289,984
325,La música es la mejor de las medicinas.,SoloReflexiones,TweetDeck,1289,513
326,"""No te rindas, el principio es siempre la parte más difícil.""",SoloReflexiones,TweetDeck,1288,756
327,"Etapas en Twitter:

 1.) creaste una cuenta de Twitter
 2.) pero no lo entendiste
 3.) así que te fuiste por unos meses o años
 4.) pero luego regresaste
 5.) ahora eres adicto y no puedes pasar un día sin él
 6.) modo nocturno activado",SoloReflexiones,TweetDeck,1288,4123
328,"Se paciente, a veces hay que pasar por lo peor para conseguir lo mejor.",SoloReflexiones,Twitter for Android,1288,964
329,Se vive mejor sin esperar nada de nadie.,SoloReflexiones,TweetDeck,1285,571
330,"“Hoy soy feliz, porque quiero, porque puedo y porque me da la gana.”",SoloReflexiones,Hootsuite,1285,797
331,"“Desconfiar de todo, por miedo a que te pase lo mismo otra vez.”",SoloReflexiones,Hootsuite,1280,823
332,Los amigos son aquellos que te levantan cuando los demás ni siquiera saben que te has caído.,SoloReflexiones,Twitter Web Client,1279,983
333,"Los errores, se asumen. Las experiencias, se viven. Las criticas, se ignoran. La vida, se disfruta. Sépanlo.",SoloReflexiones,TweetDeck,1278,1004
334,"Te prometí un día que siempre iba estar ahí en las buenas y en las malas; y aunque no me hables o no te hable, esa promesa quedará guardada.",SoloReflexiones,TweetDeck,1277,655
335,Con el tiempo lo que un día te dolió te comienza a dar igual.,SoloReflexiones,TweetDeck,1275,606
336,"""Sin embargo, todavía me gusta, muchísimo, como el primer día, incluso más.""",SoloReflexiones,TweetDeck,1272,1059
337,“Uno aprende a ser feliz cuando entiende que estar triste no sirve de nada.”,SoloReflexiones,Hootsuite,1270,862
338,Ser sencillo es lo que te hace grande en la vida.,SoloReflexiones,Hootsuite,1269,785
339,"Todos nos equivocamos, lo importante es aprender.",SoloReflexiones,Twitter for Android,1267,861
340,Me atacaron los recuerdos y no supe defenderme.,SoloReflexiones,TweetDeck,1265,995
341,"“Dicen que si conocen a la persona correcta en el momento equivocado, la vida volverá a juntarlos.”",SoloReflexiones,Twitter for Android,1264,3054
342,"Aprendí que a veces el que arriesga no pierde nada, y que perdiendo también se gana.",SoloReflexiones,TweetDeck,1260,514
343,Cuando su ausencia te trae paz es cuando te das cuenta que no perdiste a nadie.,SoloReflexiones,TweetDeck,1256,2949
344,"El mundo necesita ejemplos, no opiniones.",SoloReflexiones,TweetDeck,1254,715
345,"No es quien te promete, es quien cumple. No es quien te ama, es quien te lo demuestra día a día.",SoloReflexiones,TweetDeck,1252,524
346,"A pesar de tanta mierda, siempre hay razones para ser feliz.",SoloReflexiones,Hootsuite,1249,811
347,"""Va a tardar pero se va a dar, lo sé.""",SoloReflexiones,Twitter for Android,1249,2053
348,"Un príncipe no es aquel que tiene un palacio y mucha fortuna....Sino aquel que te respeta, te protege y te quiere como a ninguna.",SoloReflexiones,TweetDeck,1248,1230
349,Que botón aprieto para poder saltar este año de mierda?,SoloReflexiones,TweetDeck,1244,2662
350,Amo esos abrazos en los que sin querer se te cierran los ojos.,SoloReflexiones,TweetDeck,1243,3195
351,"Aprendí que a veces el que arriesga no pierde nada, y que perdiendo también se gana.",SoloReflexiones,TweetDeck,1242,516
352,"""Ríe aunque quieras llorar.""",SoloReflexiones,TweetDeck,1242,498
353,"No quiero un amor a medias, rasgado, partido por la mitad. He luchado y sufrido tanto, que me merezco algo entero, intenso, indestructible.",SoloReflexiones,Twitter for Android,1241,1275
354,"Sueña lo que quieras soñar, ve a donde quieras ir, sé lo que quieras ser, porque tienes sólo una oportunidad para hacerlo.",SoloReflexiones,Twitter for Android,1241,1019
355,https://t.co/ZlxVIBRk1k,SoloReflexiones,TweetDeck,1240,3063
356,“Ojalá que lo que estés buscando valga más que lo que estas perdiendo.”,SoloReflexiones,Hootsuite,1240,875
357,Lo mejor en la vida es encontrar a alguien que conoce todas tus debilidades y aún piensa que eres totalmente increíble.,SoloReflexiones,TweetDeck,1238,570
358,"""Estar en la cama mientras escuchas como llueve es uno de los mayores placeres de la vida.""",SoloReflexiones,Twitter for Android,1235,2773
359,"El éxito de la vida no está en vencer siempre, sino en no rendirse nunca.",SoloReflexiones,Hootsuite,1232,878
360,"""Siempre habrán recuerdos que nos llenen el rostro de sonrisas.""",SoloReflexiones,TweetDeck,1231,474
361,"Esas oraciones en donde no pudiste decir nada más que llorar, eso Dios lo entendió todo.",SoloReflexiones,TweetDeck,1227,4362
362,Jamás permitas que tu orgullo acabe con tu felicidad.,SoloReflexiones,TweetDeck,1224,937
363,Ese primer beso y ese primer abrazo que te dio la persona que te gusta. Es lo mejor que te puede pasar.,SoloReflexiones,TweetDeck,1218,1294
364,"01 Noviembre

Nuevo mes, nuevo día, nueva fecha, nuevo capítulo, nueva página y nuevos deseos.

Que continuemos plenos en salud, con ganas de sonreírle a la vida pase lo que pase.

Bienvenido noviembre, ¡Sorprendeme!",SoloReflexiones,Twitter for iPhone,1213,2972
